"","X1","X2","X3","X4","X5","X6"
"1",-1.20706574938542,1.79407452864789,-0.385072409405018,-1.37681034516758,0.0233919092442383,-0.915275902241676
"2",0.27742924211066,-1.36454889989645,0.514055489886365,-0.899420361203481,-0.204901662481784,-1.04932074050056
"3",1.08444117668306,-0.707439984999719,0.308004224354603,1.54358338788558,-1.04940159991292,-0.170155760008878
"4",-2.34569770262935,-0.556284345887489,1.83915392704595,-1.81914236035552,0.0168891022724103,-0.95729203245826
"5",0.42912468881105,-0.310081093752715,1.59340464973515,-0.834698956166578,-0.306342900109647,-0.423313851830479
"6",0.506055892157574,-0.376179335728334,-0.358196850090652,1.2821658455835,0.161901674292895,-0.222412919983845
"7",-0.574739960134649,0.458526008426864,-1.11287717773327,-0.155315871583421,-0.517414726638013,0.163202911235184
"8",-0.546631855784187,-1.26114914943113,0.495918495543379,-1.78837946522822,0.393348239197161,-1.08425229680574
"9",-0.564451999093283,-0.527465163206145,-1.37455427993643,-0.299097216479544,1.92829279127557,1.11489469666842
"10",-0.890037829044104,-0.556814221798541,0.556210153153341,0.446961511361309,-0.0789513777164727,-0.425630896507309
"11",-0.477192699753547,-0.374438726216025,-0.480668151031309,1.067308412976,1.2767677693413,-0.753629241470692
"12",-0.998386444859704,-0.604399980981061,1.22288375044724,-0.986960123284403,-0.125089853270758,-1.13948906223649
"13",-0.77625389463799,1.20312707053266,0.984495972336201,1.85707765802524,-0.334651566819711,-0.542850888427176
"14",0.0644588172762693,0.768873233405475,1.58320220167434,-0.0138826606861277,-1.61411435160063,0.0381057192677814
"15",0.959494058970771,0.238351023241361,-0.525207153324516,0.565559334823796,-1.24808337467923,0.591697081426068
"16",-0.110285494390774,-1.41502814138869,2.01647964748517,-0.602297404440719,1.72819294928227,0.695510687089875
"17",-0.511009505806642,2.93377438660602,-0.734089194148306,1.28512367047536,2.29829418660227,0.942507309503837
"18",-0.911195416629811,0.935025757358322,-1.23062241340778,1.33601685013132,-0.391329302558777,0.793965986881759
"19",-0.83717168026894,1.23388452172586,0.118332300287456,-0.556389298983822,-0.319489361780983,1.09786795160839
"20",2.41583517848934,-1.89138472179805,0.472014848224056,-0.716651176935715,-1.2984726709318,-0.371215732612993
"21",0.134088220152031,-0.222651293117936,1.26139478452443,-0.759021685044223,0.84240975780086,-0.366770884052768
"22",-0.490685896690943,0.768127528360915,0.504969891467974,1.56851089568209,0.0637965454591603,-0.234210473000043
"23",-0.440547872353227,0.387953658262852,-0.776427723519205,0.535463570505942,-0.371349145905129,1.02613748509246
"24",0.459589441005854,0.609133031558329,0.900755768982269,0.209412200921675,-1.3172533555492,-0.47206986930697
"25",-0.693720246937475,0.590518608276321,-0.886117204118931,0.992473242702389,0.98660064568956,0.307267960693584
"26",-1.44820491038647,-0.435140753285453,1.15359067627992,-0.53725012215092,0.140683592273039,-0.404735733042643
"27",0.574755720900728,-0.250769898499009,0.382412322742946,-0.268172819727498,0.472044751974833,0.330194979130498
"28",-1.02365572296388,-0.926269383723312,0.302771258855189,0.929007556651931,0.0244570728528031,0.528953905469344
