"","X1","X2","X3","X4"
"1",-1.48056759491936,0.918517649132068,-0.618137017171076,0.638800327466905
"2",1.57716947155863,0.345681739031695,-0.827025015106517,-1.1062758862833
"3",-0.956744479084269,-0.0763438655348039,1.47933634661945,1.12000444524357
"4",-0.920005247558641,0.989801911812699,-1.00707991329837,0.900668263591143
"5",-1.99764209693134,-1.77998054582763,0.582345878608341,-0.286030231128325
"6",-0.27229604424923,0.55320729154384,0.71827727837913,0.141283639442805
"7",-0.315348711467784,-0.911715884415705,-0.372362880997635,0.0719365039157909
"8",-0.628255236517538,0.254831199169115,-0.809004404902425,0.808904868807331
"9",-0.106463884872094,-1.01126624990871,0.404927924282924,1.24452169860161
"10",0.428014802202354,-1.4373745507415,0.124398740539869,0.227608750302953
"11",-0.777719582147445,-0.934758960947315,0.301643550155832,0.347283313866593
"12",-1.29388229761362,-0.909155214937228,0.760949835621819,1.82023820355729
"13",-0.779566508059429,0.759818842717006,-0.679121645352376,-0.313840355586689
"14",0.0119517585652984,0.0750220775366458,2.15593211422991,0.185244785856394
"15",-0.152416237822168,1.19716664978004,-1.35602418156835,0.423514671613554
"16",-0.703464254478642,-0.829928587660826,0.869366750060131,0.321897624840035
"17",1.18887915627567,-0.410903867408723,0.0247632959252617,1.06269542097974
"18",0.340512270849188,-0.107781938365639,0.594456964129447,0.794900756796086
"19",0.506968172259166,0.100578918148102,0.406458379880799,1.62981144223146
"20",-0.293305149081411,0.801422541839094,1.21803120081956,-0.462803297385183
"21",0.223641415376273,0.725307736508764,0.0406056952575631,0.150622831351763
"22",2.00720145694544,0.580962980757585,-0.574810411162394,0.351200648508259
"23",1.01197911806715,0.455628599613633,0.366523190550678,-0.980376698293167
"24",-0.302459245168265,-1.69732276165286,-0.789353480984206,0.110970883548533
"25",-1.02524483901366,-1.00404898787283,-0.0936160100816696,0.454141651328824
"26",-0.267384829994282,-1.51920492061375,0.846028942123502,0.0465567961790608
"27",-0.199105661114762,0.190491110418261,-0.871105092217385,0.00338857157351798
"28",0.131122595424375,-0.0531000469879494,0.174234381262772,-1.33237222879074
"29",0.145799895543701,0.831150847924233,-1.043853227054,0.385809009568687
"30",0.362064721117229,2.09611451624781,-0.182236933068217,0.191720535435682
"31",0.673981163800475,-1.84698912498553,1.16477320775703,-0.723101180586773
"32",2.07203576815057,0.2867942526405,0.0584759287230229,0.481410918426865
"33",-0.541028649061476,-1.20068942561391,0.0829280207013979,0.504495008288733
