"","T","expected_time","delta"
"1",0.584887031716507,1.66298256042847,0
"2",0.00235289109773859,0.0132134468845106,1
"3",0.774286380372553,0.610552891188356,1
"4",1.79591721779141,5.03913350737516,0
"5",0.000668494922253958,1.09750470071457e-21,1
"6",0.0926547011169132,5.51778100136769,0
"7",0.0117511717064775,0.0998789517878261,1
"8",1.32680081815415,1.37869298125354,1
"9",0.0498843426491044,0.178706402609095,1
"10",0.00555594772228046,0.014285456519388,1
"11",0.0978088690205589,0.132439828815708,1
"12",0.283496903015509,0.057111147846061,1
"13",1.34037350220514,3.91147925758367,1
"14",0.92063329824886,2.09342095951227,1
"15",0.209332477577544,5.77522885526613,0
"16",0.872360305514551,0.199564232304788,1
"17",0.125925729324452,0.0420684290701867,1
"18",0.085542427771319,0.912665038009354,0
"19",0.666938693531448,1.35006436156322,0
"20",1.94130889057003,7.6767121063753,0
"21",0.0914342458391611,3.79959224213062,1
"22",0.00908915656885258,0.0226351708069466,1
"23",0.0052965969633788,0.117789023388056,1
"24",0.00153202426125245,2.29947873332303e-09,1
"25",0.0110530739111108,0.0727564933247935,1
"26",0.0648692024451935,0.0654738686060873,1
"27",0.610268630770816,0.802050708459726,1
"28",0.299191716403333,0.339268743528588,1
"29",0.588105010232187,2.04901458791268,0
"30",0.299205815804974,49.4042093133861,0
"31",0.00170354729037026,2.96915503448235e-12,1
"32",0.00114826124644197,0.0142482999816353,1
"33",0.0381128450168861,0.0855140857711669,1
"34",0.00577200001356934,1.8288560632968e-18,1
"35",0.0166523351277159,0.136130113698567,1
"36",0.971761160081104,3.02791108841029,0
"37",1.54258629336649,89.0105106349784,0
"38",0.294801091671562,0.172011122069488,1
"39",0.124420522032244,0.436848232981589,1
"40",0.113947479460873,0.14318725650672,1
"41",0.290432587570492,0.337679506563709,0
"42",0.0522330905552363,0.0558190351304687,1
"43",0.0747156702788411,0.132953456370263,1
"44",0.0449231530635813,0.180457354953293,1
"45",0.282689719821925,3.10626527058262,1
"46",0.0183329823907926,0.032430870637018,1
"47",0.338477384005306,0.172311613465169,1
"48",0.0065496841665942,2.14723564094298e-10,1
"49",0.0961683731900723,0.164513156573729,1
"50",1.74468539040894,1.21536205774401,0
"51",0.093213330762785,1.86016394121255,0
"52",2.61327281293493e-06,5.62521937810211e-77,1
"53",1.62488630542374,1.66238662386248,0
"54",0.0275069659304306,0.0363798868447306,1
"55",1.14087915183538,15.1145599484874,0
"56",0.420052069922605,57.1713944101169,0
"57",0.00105340574289431,1.19648123950808e-10,1
"58",1.15839210968053,1.237712701455,1
"59",0.089540079599034,1.54107233035365,1
"60",0.00553629480055884,9.95062604191405e-10,1
"61",0.0508971960672087,0.114923059703397,1
"62",0.192890860851984,2.664969610238,0
"63",0.118746815519874,0.1564058444417,1
"64",0.00202585533088541,9.98323528202299e-08,1
"65",0.00621666076772459,0.0960625739146337,1
"66",0.157181795458604,0.144480655729348,1
"67",0.00286477636180779,1.36122444301157e-16,1
"68",0.000712215737220706,1.69662612097409e-74,1
"69",0.0301707858261481,0.016989961126399,1
"70",0.108635264514892,0.167753425840016,1
"71",0.171986807330212,2.34500172684354,1
"72",0.000889406213663685,1.23840879231717e-109,1
"73",0.0309757161166499,0.0506436197438478,1
"74",0.00127070409273179,0.15218772781847,0
"75",0.921382343789359,1.03758095433746,1
"76",0.280225239533123,0.231454034864236,1
"77",0.00945453537683653,2.21778453380288e-05,1
"78",0.295132184461299,0.598683317105592,1
"79",0.715501106939443,0.792793775377639,0
"80",0.226031822542715,1.85937213800648,0
"81",0.495483342495501,19.5289257130047,0
"82",1.35871901231136,5.98412259756531,0
"83",0.0639379755775475,0.105107942991911,1
"84",0.000112007538016645,6.02290316285513e-18,1
"85",0.058311702627289,0.0402851723727381,1
"86",0.251145337730996,0.108409155603553,1
"87",1.54281345745128,2.83034684469697,1
"88",0.0563376190920694,0.0266032364160385,1
"89",1.69864832279071,2.41629092025017,1
"90",0.356029311963843,0.430728666301815,0
"91",0.265814300487698,13.2368446093789,0
"92",0.0304580786842074,0.280490563590399,1
"93",0.698657978959036,0.54792472454822,0
"94",0.00949391266670574,0.24279616130693,1
"95",0.0053610912520155,2.3991408906752e-14,1
"96",0.0326148371542317,0.137788312792048,1
