"","T","expected_time","delta"
"1",0.418153848582483,0.324465208421628,1
"2",1.08126796260616,0.324692505232581,1
"3",0.013042982364424,1.69755087415988,1
"4",1.84397300429467,1.52467463671219,1
"5",0.00541449157796427,0.00254328211674715,1
"6",0.141390738140514,2.90425230835178,0
"7",0.0951217201594997,1.08990244622796,1
"8",1.6042537204056,0.917993885869683,1
"9",0.484243352999736,1.78629385462704,1
"10",1.14157943087793,0.744447440968436,1
"11",1.60044818504625,2.75231993598645,1
"12",4.97256291267958,3.44227627884076,1
"13",0.420219210468568,0.238344704264056,1
"14",0.636968612666674,2.43482305920146,1
"15",0.214644370857555,0.966664960443683,1
"16",2.81337482032774,2.80723448101087,1
"17",2.93232767864166,1.48661800112441,1
"18",0.252683148254278,0.148251564460061,1
"19",0.280639337104798,1.90423522692368,0
"20",0.538356616222983,2.17757097914359,1
"21",0.0559270900833052,0.804908561711277,1
"22",1.16545154295697,1.32752318959621,1
"23",4.05598043502393,1.43213289489057,1
"24",2.20044715538557,1.56186514585482,1
"25",0.0391818523270616,0.0829970196039786,1
"26",0.302908031225185,0.53273834134678,0
"27",4.14429372321836,3.1405644313501,1
"28",0.145526680049648,2.67442984221061,1
"29",0.389809064508367,1.11528718867736,1
"30",1.7266591995091,2.07274516836441,1
"31",0.182438879795347,0.229950951637407,1
"32",2.15339700722539,1.54462050150765,1
"33",1.1228939439969,0.414627469796666,1
"34",1.9862758238,1.05323788464093,1
"35",1.79149680844169,2.28634812414404,1
"36",0.00161665479447436,0.281742589553889,0
"37",1.46164479281926,2.17848568658111,1
"38",2.11268006985324,2.30880762630919,1
"39",0.0608457969704604,1.58547579045125,1
"40",2.68525017480129,1.96264734981878,1
"41",0.18542517969121,0.313298887653938,1
"42",1.49240228258982,2.19798743461721,1
"43",0.0129041445216345,0.551299066859752,1
"44",3.88566885378691,1.34890474581846,0
"45",1.49417560140978,3.07753302350033,1
"46",0.113383707483667,0.279329107070873,1
"47",0.154478754664656,0.184648552086665,1
"48",0.178306065994481,0.741730748997253,1
"49",0.973253970862754,2.65430623792716,1
"50",0.906073215710691,1.23180765524572,1
"51",1.0195190131201,2.03087378972291,1
"52",0.794857062916453,1.17082652913333,1
"53",2.25885127081684,2.30291285381909,1
"54",0.0438135125849856,0.431956921708814,1
"55",1.42200219783513,2.20596847942594,1
"56",2.38191346897339,3.28684165830831,1
"57",0.92758667831173,0.331952559715245,1
"58",1.97098155208519,2.0250083689779,1
"59",2.63356362618262,2.49696904614349,1
"60",0.334999454256927,2.4501745184748,1
"61",7.5380468586291,3.53913193327116,0
"62",0.370102059105188,0.556232145743723,1
"63",0.406397953858991,2.45109638138997,0
"64",0.0966746608240877,1.27373067669741,1
"65",0.843850627032473,0.807292117179317,1
"66",0.0554458629144875,0.363784229759465,1
"67",0.0954577872756397,0.303328434730676,1
"68",2.9207346123751,2.25246352950144,1
"69",1.59266910307862,0.822351279430784,1
"70",0.0277223988468296,3.18657629274304,1
"71",0.722917970669063,1.79722232088797,1
"72",0.000903763105369983,0.264097865231989,1
"73",0.121423366241944,0.33357341269536,1
"74",0.393830297678905,0.576026298538829,1
"75",0.510120228134801,1.40361411101576,1
"76",0.0562231678553191,0.703805993204026,1
"77",1.14317384154586,2.08189592693015,1
"78",0.469905922061037,0.42159304838027,1
"79",0.170144778484933,1.31007140501646,1
"80",0.612265286378443,0.517173424482979,1
"81",0.675881743733178,1.70187601632277,1
"82",1.19234991950572,1.60133885489212,1
"83",3.88077064804592,1.60652200836304,1
"84",0.0392097214275433,0.0778359711499549,1
"85",3.51273402297162,1.88993792929688,1
"86",0.471564459718666,0.252941659678252,1
"87",0.461854177484648,0.397998446736935,1
"88",6.14864958394357,2.71518858783707,1
"89",1.03423525154692,0.724128115930307,1
"90",0.133144806496573,0.0656045498348824,0
"91",14.2949235900968,4.1968129866751,0
"92",0.033136645635403,0.00640382192975928,1
"93",2.04160435187184,1.72894098846123,0
"94",1.0035018096706,1.52718597367573,1
"95",1.01629913421129,0.726414546721024,1
"96",3.18685833993154,1.30857722585909,1
"97",0.0259791327363403,2.12608598119007,1
"98",2.58014154172653,3.43198408047369,1
"99",2.43229667612547,2.08526320495057,1
"100",0.111141424624641,0.781269639992729,1
"101",1.40192632209471,1.50247519890879,1
"102",12.3564236252212,2.76955209945127,1
"103",0.378903744005374,0.399732090050975,1
"104",0.299688573074035,0.153335074261395,1
"105",0.241005845091424,1.09309298443455,1
"106",1.62989148257686,0.89047897125146,1
"107",0.626832741946075,0.323504707588231,1
"108",0.201326475913726,0.546428426176743,1
"109",0.117689661347576,0.183871123009514,1
"110",1.9923190613251,2.29923234774992,0
"111",0.228953182087469,0.596094242990139,1
"112",2.58961127864393,2.33677959494504,1
"113",0.4036201522326,0.627511818038439,1
"114",0.447973390293516,0.415950559825369,1
"115",7.54890674470964,3.59590651191324,0
"116",2.00866836132316,2.08746111980804,1
"117",1.28604991894073,1.36612840832184,0
"118",0.258500696647045,0.76024243022694,1
"119",0.432447872923146,1.3194087031473,1
"120",0.000239889086487953,0.0286295919207708,1
"121",0.0192413487419383,0.666520132586953,1
"122",0.00403499958040145,0.131283993078047,1
"123",2.64760619457989,2.14574592976796,1
"124",1.15831127605731,1.24710293705746,1
"125",0.491255804054987,0.989858791951018,1
"126",4.23238123673705,2.01998246070497,1
"127",2.37364706677404,1.40168262339099,0
"128",0.666908551323491,0.855002272857318,1
"129",0.913108157177808,1.13292754054199,1
"130",0.128676299228571,0.106892258726037,1
"131",0.920442328587961,2.63083044433641,1
"132",1.92231910166328,1.42384688072238,1
"133",1.43027561571786,1.81704563672909,1
"134",0.74957937291738,0.364705306062983,1
"135",0.137777053765847,0.153493850966493,1
"136",0.0706794559260193,0.653050199128589,1
